U_ID,MOD_ID,GLAC_ID,MOD_H,GLAC_H,DEBRIS,FRAC_GLAC,ICE_DEPTH
6567,116123,126,5247.92,5247.92,1,1,111.2399462
6568,116124,126,5370.6,5314,1,0.28,13.55551113
6569,116128,151,5781.44,5820,0,0.04,7.539888382
6570,116129,145,5701,5701.88,0,0.64,9.050877824
6571,116130,145,5646.12,5646.12,0,1,17.37550684
6572,116131,145,5606.24,5607.81,0,0.84,9.884866862
6573,116135,151,5355.64,5292,1,0.12,49.88429387
6574,116136,151,5277.4,5272.09,1,0.88,110.7330737
6575,116137,151,5247.64,5247.64,1,1,169.3677267
6576,116138,151,5236.52,5235.95,1,0.88,203.315798
6577,116139,151,5255.6,5220,1,0.04,74.52996063
6578,116150,151,5140.2,5122,0,0.04,14.43119049
6579,116150,151,5140.2,5111,0,0.04,36.2573204
6580,116150,151,5140.2,5127.23,1,0.52,149.6508651
6581,116151,151,5140.92,5140.92,1,1,230.7845746
6582,116152,151,5140.92,5140.92,1,1,238.7845831
6583,116153,151,5157.24,5157.24,1,1,257.3137882
6584,116154,151,5200.04,5167.33,1,0.24,90.96599706
6585,116156,151,5393.64,5428.5,0,0.08,17.36677265
6586,116157,151,5427.84,5427.84,0,1,74.81580963
6587,116158,151,5433.04,5433.04,0,1,50.22030823
6588,116159,151,5421.64,5421.64,0,1,47.28456757
6589,116160,151,5435.16,5435.16,0,1,51.77449249
6590,116161,151,5503.92,5503.92,0,1,43.21478333
6591,116162,151,5595.16,5595.16,0,1,32.25208084
6592,116163,151,5778.32,5778.32,0,1,31.37743912
6593,116164,151,5922.48,5922.48,0,1,30.37718674
6594,116165,151,6028.16,6028.16,0,1,31.19364052
6595,116166,151,5937.28,5937.28,0,1,44.70708679
6596,116167,151,5971.52,5971.52,0,1,44.98201752
6597,116168,151,6032.6,6030.16,0,0.76,35.56699115
6598,116168,205,6032.6,6025.25,0,0.16,26.18751884
6599,116168,197,6032.6,6070.5,0,0.08,21.50945425
6600,116169,205,6017.52,6017.52,0,1,53.17549484
6601,116170,205,5962.84,5962.84,0,1,53.08587936
6602,116171,205,5831.28,5831.28,0,1,51.63266693
6603,116172,205,5742.28,5742.28,0,1,119.6429817
6604,116173,205,5708.72,5708.72,0,1,156.4844897
6605,116174,205,5678.88,5678.88,0,1,129.5941055
6606,116175,205,5626.04,5626.04,0,1,78.29971466
6607,116176,205,5569.56,5568.57,0,0.92,60.10769425
6608,116177,205,5517.92,5510.4,0,0.2,51.06783257
6609,116178,205,5495.76,5477.5,0,0.08,31.8584919
6610,116179,205,5457.2,5453.33,0,0.12,43.13704618
6611,116179,205,5457.2,5444.11,1,0.36,80.67392222
6612,116180,205,5429.36,5427.96,1,0.96,198.8580976
6613,116181,205,5409.2,5409.2,1,1,303.9330157
6614,116182,205,5397.88,5397.88,1,1,307.8268335
6615,116183,205,5386.12,5386.12,1,1,353.7143933
6616,116184,205,5378.96,5378.96,1,1,318.5714893
6617,116185,205,5382.2,5379.07,1,0.6,173.3018939
6618,116196,209,5556.64,5589.62,0,0.52,22.27014945
6619,116197,209,5620.76,5620.76,0,1,57.59486023
6620,116198,209,5672.96,5672.96,0,1,33.93860458
6621,116199,209,5770,5770,0,1,21.56274368
6622,116200,209,5909.68,5909.68,0,1,14.83155005
6625,116357,101,5598.52,5598.52,0,1,37.17184914
6626,116358,101,5573.72,5575,0,0.88,18.0523083
6627,116359,101,5589.24,5522,0,0.04,5.102587223
6628,116380,114,5553.72,5609.67,0,0.12,2.793527603
6629,116382,121,5704.68,5758.5,0,0.48,12.39499676
6630,116383,121,5752.48,5752.48,0,1,17.24581037
6631,116384,121,5676.28,5674.62,0,0.84,20.43544824
6632,116385,121,5644.16,5631.56,0,0.72,19.46404918
6633,116386,121,5674.52,5682.5,0,0.64,13.95341268
6634,116390,126,5343.28,5289.75,1,0.16,41.23274755
6635,116391,126,5258.44,5255.32,1,0.76,141.2212462
6636,116392,126,5257.08,5257.08,1,1,189.8194275
6637,116393,126,5246.44,5246.44,1,1,228.2056006
6638,116394,126,5286.36,5280.13,1,0.92,58.78893019
6639,116398,151,5868.56,5879.75,0,0.16,12.74828076
6640,116399,145,5770.8,5729,0,0.04,3.436138153
6641,116399,151,5770.8,5772.54,0,0.96,28.41736003
6642,116400,145,5687.92,5696.75,0,0.32,12.07558003
6643,116400,151,5687.92,5683.76,0,0.68,41.49836108
6644,116401,145,5662.4,5666.18,0,0.68,22.90568615
6645,116401,151,5662.4,5653.67,0,0.24,45.0327096
6646,116402,145,5648.92,5658.79,0,0.56,7.420260804
6647,116405,151,5368.24,5307.67,1,0.12,38.63013077
6648,116406,151,5290.92,5286.68,1,0.88,124.9121845
6649,116407,151,5282.6,5282.6,1,1,227.8483112
6650,116408,151,5267.8,5268.42,1,0.96,109.3419394
6651,116409,151,5265.48,5243.33,1,0.12,70.81866709
6652,116421,151,5236.44,5138,1,0.04,53.42034531
6653,116422,151,5150.56,5157,0,0.04,28.45723915
6654,116422,151,5150.56,5149.43,1,0.92,157.2126287
6655,116423,151,5161.56,5158.67,0,0.12,192.5220235
6656,116423,151,5161.56,5161.95,1,0.88,190.7702123
6657,116424,151,5162.28,5153.67,0,0.12,245.054423
6658,116424,151,5162.28,5163.45,1,0.88,265.6582884
6659,116425,151,5179.84,5177.45,1,0.88,202.6250387
6660,116426,151,5260.44,5217.33,1,0.24,33.95416959
6661,116427,151,5344.2,5341.67,0,0.36,23.23692883
6662,116427,151,5344.2,5304,1,0.04,10.33315945
6663,116428,151,5339.84,5339.84,0,1,60.48768368
6664,116429,151,5309.48,5309.48,0,1,115.8610083
6665,116430,151,5336.44,5336.44,0,1,97.61473724
6666,116431,151,5377.6,5377.6,0,1,162.0984952
6667,116432,151,5405.64,5405.64,0,1,143.4052325
6668,116433,151,5440.92,5440.92,0,1,91.92685913
6669,116434,151,5549.52,5549.52,0,1,42.88060257
6670,116435,151,5705.68,5705.68,0,1,31.22816818
6671,116436,151,5820.6,5820.6,0,1,35.98781349
6672,116437,151,5844.64,5844.64,0,1,60.67399933
6673,116438,151,5895.76,5895.76,0,1,59.83917755
6674,116439,151,5926.08,5920.37,0,0.76,36.18716029
6675,116439,205,5926.08,5944.17,0,0.24,22.46970208
6676,116440,205,5938.88,5938.88,0,1,57.25102051
6677,116441,205,5894.24,5894.24,0,1,66.61861282
6678,116442,205,5803,5803,0,1,80.55790024
6679,116443,205,5752.72,5752.72,0,1,127.5241016
6680,116444,205,5716.56,5716.56,0,1,97.06615768
6681,116445,205,5640.52,5640.52,0,1,72.59477036
6682,116446,205,5549.28,5549.28,0,1,79.61455887
6683,116447,205,5509.64,5509.64,0,1,163.3118005
6684,116448,205,5490.52,5490.52,0,1,169.8546658
6685,116449,205,5461.04,5462.22,0,0.92,154.9631251
6686,116449,205,5461.04,5447.5,1,0.08,283.6167908
6687,116450,205,5439.4,5449.5,0,0.08,145.6132393
6688,116450,205,5439.4,5438.52,1,0.92,269.7149844
6689,116451,205,5425.4,5425.4,1,1,281.9518439
6690,116452,205,5410.48,5410.48,1,1,400.8311719
6691,116453,205,5407.76,5407.76,1,1,377.9230298
6692,116454,205,5398.84,5398.84,1,1,436.8159021
6693,116455,205,5391.36,5391.21,1,0.96,275.4832066
6694,116456,205,5417.48,5384,1,0.04,82.60409546
6695,116467,209,5584.48,5580.67,0,0.12,14.64743678
6696,116468,209,5625.76,5618.29,0,0.56,20.99968341
6697,116469,209,5686.96,5681.11,0,0.72,22.002541
6698,116470,209,5762.44,5760.83,0,0.92,13.92239023
6699,116471,209,5905.28,5882.22,0,0.36,8.134289185
6702,116628,101,5630.28,5630.28,0,1,43.06520546
6703,116629,101,5636.6,5634.52,0,0.84,22.39104076
6704,116630,101,5737.96,5730,0,0.32,7.240472823
6705,116651,114,5671.08,5681.79,0,0.56,7.104407651
6706,116652,126,5774.96,5992,0,0.04,6.8558321
6707,116652,114,5774.96,5764.5,0,0.08,4.096613288
6708,116653,126,5823.2,5820.88,0,0.32,24.4907819
6709,116653,121,5823.2,5818.57,0,0.28,12.20361757
6710,116654,126,5781.56,5761.27,0,0.6,25.24896374
6711,116654,121,5781.56,5817.67,0,0.12,9.312168598
6712,116655,126,5734.04,5736.57,0,0.56,44.34419945
6713,116655,121,5734.04,5741,0,0.04,3.993011951
6714,116656,126,5726.4,5726.22,0,0.72,31.58523051
6715,116657,126,5669.56,5662.24,0,0.84,22.51586505
6716,116657,121,5669.56,5708,0,0.16,12.34672165
6717,116658,126,5547.6,5554.53,0,0.68,22.1297659
6718,116659,126,5443.52,5421,0,0.08,63.74669075
6719,116659,126,5443.52,5401.2,1,0.2,48.35176659
6720,116660,126,5385.64,5374.79,1,0.76,37.71455634
6721,116661,126,5297.72,5297.72,1,1,85.37360535
6722,116662,126,5276.56,5276.56,1,1,170.3190417
6723,116663,126,5276.6,5276.6,1,1,201.5871826
6724,116664,126,5269,5269,1,1,210.9030066
6725,116665,126,5323.68,5293.64,1,0.56,44.76719434
6726,116668,141,5750.08,5702,0,0.24,6.883409421
6727,116669,141,5811.8,5728.2,0,0.2,6.231174946
6728,116669,151,5811.8,5819.5,0,0.24,13.08244332
6729,116670,151,5724.52,5724.52,0,1,36.31248276
6730,116671,151,5631.64,5631.64,0,1,72.5130899
6731,116672,151,5600.16,5599.33,0,0.96,60.30080024
6732,116673,151,5540.24,5515.31,0,0.52,25.72484574
6733,116675,151,5403.48,5342,1,0.04,19.09848595
6734,116676,151,5317.28,5310.79,1,0.76,93.68860862
6735,116677,151,5306.76,5306.76,1,1,218.2959674
6736,116678,151,5298.64,5298.64,1,1,296.9787433
6737,116679,151,5284.32,5282.4,1,0.4,82.99788513
6738,116693,151,5184.16,5182,0,0.04,30.77889442
6739,116693,151,5184.16,5172.94,1,0.64,145.7024279
6740,116694,151,5180.84,5170,0,0.08,206.1004028
6741,116694,151,5180.84,5181.78,1,0.92,230.851252
6742,116695,151,5169.72,5165.5,0,0.56,262.6114011
6743,116695,151,5169.72,5175.09,1,0.44,297.2424358
6744,116696,151,5183.76,5183.76,1,1,363.2442285
6745,116697,151,5199.96,5199.96,1,1,194.0180564
6746,116698,151,5232.88,5267.2,0,0.2,48.36770935
6747,116698,151,5232.88,5224.3,1,0.8,87.90182858
6748,116699,151,5265.12,5266.46,0,0.96,104.0547579
6749,116699,151,5265.12,5233,1,0.04,114.8951874
6750,116700,151,5291.6,5291.6,0,1,137.9354184
6751,116701,151,5330.24,5330.24,0,1,107.7513467
6752,116702,151,5366.64,5366.64,0,1,148.2489108
6753,116703,151,5399.88,5399.46,0,0.96,127.8839747
6754,116703,151,5399.88,5410,1,0.04,82.29963684
6755,116704,151,5444.32,5444.32,0,1,133.391315
6756,116705,151,5474.04,5474.04,0,1,137.5550752
6757,116706,151,5537.68,5537.68,0,1,57.39219986
6758,116707,151,5666.52,5666.52,0,1,40.77758133
6759,116708,151,5777.6,5777.6,0,1,65.02534607
6760,116709,151,5823.44,5823.44,0,1,88.43523315
6761,116710,151,5842.08,5842.08,0,1,117.7287554
6762,116711,151,5865.08,5852.5,0,0.08,30.81382275
6763,116711,205,5865.08,5866.17,0,0.92,115.6555098
6764,116712,205,5848.84,5848.84,0,1,190.5443542
6765,116713,205,5822.84,5822.84,0,1,119.3019513
6766,116714,205,5798.24,5798.24,0,1,95.54807205
6767,116715,205,5718.88,5722.68,0,0.88,36.59546969
6768,116716,205,5573.68,5569.9,0,0.84,45.23402754
6769,116717,205,5531.24,5531.24,0,1,163.1785154
6770,116718,205,5500.12,5500.12,0,1,167.5166791
6771,116719,205,5473.72,5474.88,0,0.96,170.2185415
6772,116719,205,5473.72,5446,1,0.04,248.43013
6773,116720,205,5454.36,5463.5,0,0.24,197.6482442
6774,116720,205,5454.36,5451.47,1,0.76,351.2663454
6775,116721,205,5441.36,5441.36,1,1,450.3639514
6776,116722,205,5429.88,5429.88,1,1,404.2086572
6777,116723,205,5421.16,5421.16,1,1,407.0921179
6778,116724,205,5415.16,5415.16,1,1,403.1053918
6779,116725,205,5410.12,5410.12,1,1,327.8791486
6780,116726,205,5403.56,5402.8,1,0.6,151.6252968
6781,116730,206,5768.2,5764.25,0,0.16,6.105680943
6782,116731,206,5765.24,5769,0,0.36,9.676071008
6785,116899,101,5660.56,5660.09,0,0.92,25.16862413
6786,116900,101,5679.48,5670.61,0,0.72,18.83686871
6787,116901,101,5737.72,5730.89,0,0.36,9.974474536
6788,116918,111,5441.96,5450.67,0,0.48,3.139635265
6789,116919,111,5524.88,5551.38,0,0.64,5.49235338
6790,116920,113,5690.12,5744,0,0.52,9.231024742
6791,116921,113,5754.12,5797.89,0,0.36,7.973114649
6792,116921,114,5754.12,5738.75,0,0.16,5.599339485
6793,116922,126,5754.28,5772.33,0,0.48,36.89898586
6794,116922,114,5754.28,5737.91,0,0.44,6.46755329
6795,116923,126,5852.84,5851.11,0,0.76,24.16656552
6796,116923,114,5852.84,5783,0,0.04,4.558190823
6797,116924,126,5778.04,5778.04,0,1,40.11161522
6798,116925,126,5697.36,5697.36,0,1,56.41269089
6799,116926,126,5648.16,5648.16,0,1,66.01370056
6800,116927,126,5606.32,5606.32,0,1,53.16206039
6801,116928,126,5506.96,5506.96,0,1,72.85530991
6802,116929,126,5454.76,5454.76,0,1,112.2187871
6803,116930,126,5418.48,5428.25,0,0.48,121.1610088
6804,116930,126,5418.48,5409.46,1,0.52,96.48187197
6805,116931,126,5356.48,5356.48,1,1,77.01420929
6806,116932,126,5301.8,5301.8,1,1,116.3873038
6807,116933,126,5307.32,5307.32,1,1,170.5386115
6808,116934,126,5299.52,5299.52,1,1,184.1006317
6809,116935,126,5288.36,5288.36,1,1,156.4691974
6810,116936,126,5329.64,5284,1,0.2,48.59383011
6811,116939,141,5650.52,5649,0,0.96,11.75450569
6812,116940,141,5705.32,5691.27,0,0.44,9.528880314
6813,116941,151,5677.56,5652.78,0,0.36,23.47110769
6814,116942,151,5594.12,5594.12,0,1,71.23961071
6815,116943,151,5550.96,5550.96,0,1,81.06249191
6816,116944,151,5479.48,5479.48,0,1,56.42940918
6817,116945,151,5389,5386.59,0,0.68,45.49362306
6818,116946,151,5343.08,5349,0,0.16,72.09256268
6819,116946,151,5343.08,5335.56,1,0.64,107.7015779
6820,116947,151,5336.4,5336.4,1,1,168.6960034
6821,116948,151,5324,5324,1,1,240.6930115
6822,116949,151,5316.48,5316.76,1,0.84,136.4252779
6823,116952,151,5644,5695,0,0.28,29.81856319
6824,116953,151,5667.72,5718.5,0,0.08,13.34732866
6825,116957,151,5681.52,5657,0,0.04,8.650092125
6826,116958,151,5587.8,5551.64,0,0.44,26.36016889
6827,116959,151,5497,5508.67,0,0.12,32.83682887
6828,116964,151,5203.52,5194.65,1,0.68,134.9083554
6829,116965,151,5194,5183.5,0,0.08,240.2493744
6830,116965,151,5194,5194.91,1,0.92,234.7058623
6831,116966,151,5183.08,5180.87,0,0.6,323.20731
6832,116966,151,5183.08,5186.4,1,0.4,379.3475525
6833,116967,151,5188.68,5188.68,1,1,393.8419373
6834,116968,151,5207,5207,1,1,226.2371533
6835,116969,151,5226.16,5226.16,1,1,166.1781189
6836,116970,151,5246.56,5249.7,0,0.4,205.9897949
6837,116970,151,5246.56,5244.47,1,0.6,214.6380076
6838,116971,151,5267.52,5268.73,0,0.6,167.309315
6839,116971,151,5267.52,5265.7,1,0.4,178.5287201
6840,116972,151,5298.76,5293.75,0,0.48,124.5112947
6841,116972,151,5298.76,5303.38,1,0.52,134.0922265
6842,116973,151,5343.76,5340.5,0,0.24,114.3061727
6843,116973,151,5343.76,5344.79,1,0.76,111.746001
6844,116974,151,5392.08,5423.5,0,0.08,83.12620926
6845,116974,151,5392.08,5389.35,1,0.92,88.15183424
6846,116975,151,5457.92,5457.92,0,1,182.9967981
6847,116976,151,5475.04,5475.04,0,1,255.3151819
6848,116977,151,5507.12,5507.12,0,1,92.63390305
6849,116978,151,5629.52,5629.52,0,1,46.68640869
6850,116979,151,5733.8,5733.8,0,1,65.49703552
6851,116980,151,5772.16,5772.16,0,1,66.05207962
6852,116981,151,5837.12,5837.12,0,1,106.8680161
6853,116982,151,5844.32,5838.4,0,0.4,79.71092491
6854,116982,205,5844.32,5847.38,0,0.32,176.4820251
6855,116983,205,5863.44,5863.44,0,1,172.0710024
6856,116984,205,5856.2,5856.2,0,1,108.8035275
6857,116985,205,5839.64,5841.78,0,0.92,76.02171956
6858,116986,205,5796.84,5805.33,0,0.12,15.25510279
6859,116988,205,5615.24,5530,0,0.08,25.00612831
6860,116989,205,5533.16,5501.7,0,0.4,48.12679014
6861,116990,205,5466.96,5471.33,0,0.24,117.3941247
6862,116990,205,5466.96,5462.2,1,0.6,217.6491536
6863,116991,205,5454.24,5454.24,1,1,430.1395911
6864,116992,205,5445.04,5445.04,1,1,431.0714734
6865,116993,205,5436.64,5436.64,1,1,423.9827417
6866,116994,205,5429.2,5429.2,1,1,423.8200244
6867,116995,205,5428.56,5428.56,1,1,464.6165283
6868,116996,205,5426.68,5426.68,1,1,379.1901294
6869,116997,205,5426.72,5444.75,0,0.32,51.8575387
6870,116997,205,5426.72,5417.31,1,0.64,145.500829
6871,116998,205,5528.08,5527.18,0,0.68,26.53114364
6872,116999,205,5650.8,5660.65,0,0.68,15.74921841
6873,117000,205,5885.24,5904.13,0,0.64,11.99821055
6874,117001,206,5900.12,5903.95,0,0.8,11.20431521
6875,117002,206,5856.96,5851.63,0,0.32,11.15263474
6877,117169,101,5793.16,5733.5,0,0.08,4.156503081
6878,117179,104,5603.4,5573,0,0.08,3.066238046
6879,117180,106,5756.2,5757.09,0,0.92,5.876143297
6880,117181,108,5795.16,5787,0,0.48,6.882584711
6881,117181,106,5795.16,5805.25,0,0.32,14.05119359
6882,117182,108,5735.2,5725.84,0,0.76,7.010545028
6883,117189,111,5590.52,5519,0,0.04,2.285485744
6884,117190,111,5647.96,5583.6,0,0.2,2.27235508
6885,117191,113,5831.6,5895.85,0,0.52,9.027662167
6886,117192,113,5886.56,5930.22,0,0.36,7.720261468
6887,117193,126,5799.8,5778.87,0,0.6,39.35649605
6888,117194,126,5721.12,5721.12,0,1,64.69955185
6889,117195,126,5677.48,5677.48,0,1,83.95953552
6890,117196,126,5630.72,5630.72,0,1,98.26633484
6891,117197,126,5598.36,5598.36,0,1,117.3862412
6892,117198,126,5547.64,5547.64,0,1,96.16536499
6893,117199,126,5492.76,5492.76,0,1,223.1824268
6894,117200,126,5472.76,5472.76,0,1,151.4258746
6895,117201,126,5407.28,5410.8,0,0.8,98.70756836
6896,117201,126,5407.28,5393.2,1,0.2,118.0965973
6897,117202,126,5364.32,5364.32,1,1,117.3699332
6898,117203,126,5336.32,5336.32,1,1,144.1178592
6899,117204,126,5333.68,5333.68,1,1,172.786239
6900,117205,126,5329.32,5329.32,1,1,160.8788873
6901,117206,126,5329.84,5329,1,0.92,108.3118428
6902,117209,141,5456.92,5453.67,0,0.24,6.12623771
6903,117210,141,5553.68,5553.68,0,1,11.6371841
6904,117211,141,5636.84,5627.26,0,0.76,13.66710487
6905,117212,151,5716.8,5725.57,0,0.28,28.71950681
6906,117213,151,5627.36,5622.86,0,0.28,22.74485152
6907,117214,151,5527.16,5514.18,0,0.68,57.19072213
6908,117215,151,5460.04,5460.04,0,1,65.1064975
6909,117216,151,5381.52,5383,0,0.92,94.18566165
6910,117216,151,5381.52,5364.5,1,0.08,137.2203751
6911,117217,151,5359.32,5359.32,1,1,150.289519
6912,117218,151,5350.92,5350.92,1,1,179.0055212
6913,117219,151,5348.44,5348.44,1,1,152.8791251
6914,117220,151,5334.4,5336.44,1,0.36,86.00406774
6915,117221,151,5395.28,5456,0,0.04,13.3579874
6916,117222,151,5522.28,5508.75,0,0.16,25.30078101
6917,117223,151,5661.56,5661.56,0,1,34.37100124
6918,117224,151,5699,5694.69,0,0.64,26.6350562
6919,117227,151,5745.48,5722.67,0,0.12,12.57738018
6920,117228,151,5638.16,5626.33,0,0.84,30.87391901
6921,117229,151,5547.44,5547.44,0,1,46.01244453
6922,117230,151,5484.36,5507.2,0,0.2,28.99227829
6923,117234,151,5319.44,5240,0,0.04,13.41725159
6924,117235,151,5220.28,5219.75,1,0.96,139.8334699
6925,117236,151,5208.6,5199.92,0,0.48,225.1548449
6926,117236,151,5208.6,5216.62,1,0.52,193.8276766
6927,117237,151,5196.8,5195.83,0,0.48,311.662674
6928,117237,151,5196.8,5197.69,1,0.52,307.6588745
6929,117238,151,5199.52,5199.52,1,1,320.8700089
6930,117239,151,5207.28,5207.17,1,0.92,157.9005752
6931,117240,151,5234.24,5234.24,1,1,154.8200972
6932,117241,151,5252.88,5252.88,1,1,209.3608868
6933,117242,151,5274.32,5274.32,1,1,179.0263739
6934,117243,151,5298.32,5298.32,1,1,199.2213538
6935,117244,151,5331.52,5293,0,0.12,40.8899924
6936,117244,151,5331.52,5324.08,1,0.52,68.49251571
6937,117245,151,5388.84,5393.75,0,0.32,42.27189207
6938,117245,151,5388.84,5375.86,1,0.28,64.39390455
6939,117246,151,5461.56,5461.56,0,1,101.5170972
6940,117247,151,5487.52,5487.52,0,1,199.3061804
6941,117248,151,5505.08,5505.08,0,1,124.0366762
6942,117249,151,5598.72,5598.72,0,1,62.53773422
6943,117250,151,5667.16,5667.16,0,1,115.7517346
6944,117251,151,5693.84,5693.84,0,1,95.78868103
6945,117252,151,5771.44,5771.44,0,1,59.50319336
6946,117253,151,5859.36,5858.91,0,0.88,54.40418122
6947,117254,151,5909.72,5893,0,0.04,17.61703682
6948,117254,205,5909.72,5933.75,0,0.32,23.60172057
6949,117255,205,5919.64,5917.65,0,0.92,63.40370195
6950,117256,205,5863.16,5874.77,0,0.52,47.49465898
6951,117257,205,5814.08,5818.11,0,0.36,37.11796739
6952,117258,205,5760.56,5780.38,0,0.32,41.50482047
6953,117259,205,5752.6,5742.43,0,0.56,41.96600689
6954,117260,205,5624.64,5612.5,0,0.56,26.09980781
6955,117260,205,5624.64,5564,1,0.04,18.49409485
6956,117261,205,5485.24,5495,0,0.04,85.4318924
6957,117261,205,5485.24,5482.22,1,0.92,159.3804442
6958,117262,205,5464.88,5464.88,1,1,315.0487073
6959,117263,205,5451.96,5454.83,0,0.24,239.9166183
6960,117263,205,5451.96,5451.05,1,0.76,337.184392
6961,117264,205,5446.16,5451.5,0,0.08,250.6574173
6962,117264,205,5446.16,5445.7,1,0.92,351.6515536
6963,117265,205,5441.28,5441.28,1,1,292.2623273
6964,117266,205,5438.24,5438.24,1,1,362.0828729
6965,117267,205,5438.48,5476,0,0.04,54.12363052
6966,117267,205,5438.48,5436.92,1,0.96,241.523212
6967,117268,205,5490.16,5494.65,0,0.92,42.96146426
6968,117268,205,5490.16,5438.5,1,0.08,126.0976143
6969,117269,205,5586.36,5586.36,0,1,29.80669952
6970,117270,205,5705.72,5730.75,0,0.32,17.88730359
6971,117271,205,5935.76,5961.06,0,0.72,21.31152034
6972,117272,206,5979.52,5976.17,0,0.92,19.69240402
6973,117272,205,5979.52,6018,0,0.08,11.42934561
6974,117273,206,5912.68,5957,0,0.04,9.972931862
6975,117275,207,5662.76,5687,0,0.12,5.473222891
6976,117449,104,5581.12,5672,0,0.12,6.071782033
6977,117450,104,5669.8,5671.21,0,0.96,9.354093075
6978,117451,104,5796.56,5823.5,0,0.08,3.185066581
6979,117451,106,5796.56,5803.67,0,0.12,4.869591236
6980,117452,108,5766.32,5746.94,0,0.68,7.166689305
6981,117452,106,5766.32,5798,0,0.08,3.712731838
6982,117453,108,5692.24,5692.24,0,1,15.20740307
6983,117457,109,5528.56,5534.41,0,0.68,14.40303587
6984,117458,109,5651.16,5658.69,0,0.64,12.42725217
6985,117459,109,5728.88,5775.17,0,0.24,7.526403864
6986,117459,113,5728.88,5758.88,0,0.32,6.601107687
6987,117460,113,5779.6,5825.83,0,0.24,5.821456273
6988,117461,113,5855.48,5928.86,0,0.28,5.476127352
6989,117462,113,6008.24,6023.13,0,0.92,16.94924482
6990,117463,113,5947.88,5963.71,0,0.28,9.09702628
6991,117464,126,5854,5777,0,0.04,8.341225624
6992,117465,126,5730,5711.53,0,0.6,31.40352853
6993,117466,126,5650.2,5650.2,0,1,66.55415489
6994,117467,126,5590.68,5590.68,0,1,126.5836047
6995,117468,126,5573.48,5573.48,0,1,135.1616797
6996,117469,126,5519.76,5519.76,0,1,173.7104077
6997,117470,126,5500.8,5500.8,0,1,353.5075726
6998,117471,126,5485.92,5485.92,0,1,233.0448608
6999,117472,126,5433.04,5446.77,0,0.52,89.52719703
7000,117472,126,5433.04,5418.17,1,0.48,96.85358302
7001,117473,126,5384.6,5384.6,1,1,118.6674811
7002,117474,126,5374.72,5374.72,1,1,137.6315649
7003,117475,126,5369.48,5369.48,1,1,150.7149316
7004,117476,126,5363.48,5363.48,1,1,181.4840399
7005,117477,126,5369,5357.47,1,0.6,94.64291662
7006,117480,141,5464.48,5460,0,0.2,5.885626316
7007,117481,141,5524.36,5517.13,0,0.64,6.791968793
7008,117482,141,5639.28,5636.8,0,0.8,11.76677367
7009,117483,141,5705.84,5687.8,0,0.4,9.977471709
7010,117483,151,5705.84,5717.87,0,0.6,87.61282654
7011,117484,151,5655.48,5693.22,0,0.36,27.22628212
7012,117486,151,5438.72,5434.87,0,0.92,68.55295809
7013,117487,151,5400.12,5402.61,0,0.72,143.9393798
7014,117487,151,5400.12,5393.71,1,0.28,147.4933079
7015,117488,151,5387,5387,1,1,168.6863031
7016,117489,151,5378.76,5378.76,1,1,140.9764743
7017,117490,151,5373.92,5371.07,1,0.56,89.51253564
7018,117492,151,5442.56,5447.82,0,0.88,36.50588144
7019,117493,151,5509.56,5509.56,0,1,70.49129791
7020,117494,151,5576.88,5576.88,0,1,62.9648732
7021,117495,151,5698.76,5698.76,0,1,37.79323074
7022,117496,151,5839.56,5839,0,0.88,33.28670428
7023,117497,151,5850.36,5871,0,0.12,12.91251437
7024,117498,151,5751.48,5743.86,0,0.84,25.59187521
7025,117499,151,5613.08,5613.08,0,1,40.7952459
7026,117500,151,5515.92,5542.63,0,0.32,20.06037009
7027,117505,151,5273.88,5264,0,0.04,24.28549004
7028,117505,151,5273.88,5249.5,0,0.08,37.81004143
7029,117505,151,5273.88,5270,0,0.04,24.06445503
7030,117505,151,5273.88,5245.88,1,0.32,77.06380606
7031,117506,151,5241.36,5241.36,1,1,161.6133453
7032,117507,151,5220.64,5218.64,0,0.88,216.7385705
7033,117507,151,5220.64,5235.33,1,0.12,154.4277547
7034,117508,151,5217.4,5209.33,0,0.12,242.8657837
7035,117508,151,5217.4,5218.24,1,0.84,151.9857327
7036,117509,151,5236.88,5211.6,1,0.2,90.53252029
7037,117511,151,5279.64,5245,1,0.08,23.63518906
7038,117512,151,5301.92,5268,1,0.4,46.67995977
7039,117513,151,5303.08,5300.52,1,0.92,67.45939698
7040,117514,151,5327.68,5363,0,0.04,11.23701
7041,117514,151,5327.68,5334,0,0.04,10.05309677
7042,117514,151,5327.68,5330.78,1,0.72,57.5824692
7043,117515,151,5400.88,5389,0,0.08,13.34535313
7044,117516,151,5455.8,5484,0,0.04,13.10968208
7045,117517,151,5511.56,5517.19,0,0.84,69.37205455
7046,117518,151,5520.36,5520.36,0,1,127.1343662
7047,117519,151,5531.24,5531.24,0,1,107.2552631
7048,117520,151,5600.16,5600.16,0,1,96.48291718
7049,117521,151,5641.76,5641.76,0,1,119.9787195
7050,117522,151,5687.28,5687.28,0,1,80.40821915
7051,117523,151,5818.48,5818.48,0,1,44.22346848
7052,117524,151,5931.56,5931.56,0,1,40.17359978
7053,117525,151,5964.64,5964.92,0,0.48,22.89450979
7054,117526,205,5962.04,5963.55,0,0.8,49.90238585
7055,117527,205,5911.56,5921,0,0.76,48.54398833
7056,117528,205,5853.4,5853.4,0,1,66.66072937
